,Cleaned Data
860,"Terrible as this dénouement was, wreck and havoc as it made, the old man’s disappointment touched him; and Marsac had one of the best hearts in the world."
861,"“My dear Monsieur Fontaine,” he said, advancing, and trying to speak in natural voice, “you shall not say that again."
862,"Here is my hand, and I guarantee that Fontaine, who is my best friend, my brother in fact, will not fail to welcome you."
863,"I have often heard him speak of you, and in the kindest terms “Did he?” asked the old man, delightedly grasping Marsac’s hand."
864,“That was good of the boy!
865,"I dare say he heard that false report that I was dead “He did,” answered Marsac, “and he put on mourning for you, and did not go into society for several weeks [Pg 155] That seemed to overjoy the poor old man."
866,"“Good lad, good fellow!"
867,I’ll not forget that.
868,There’s no such proof of real respect.
869,"And you—What is your name, may I ask?” “Marsac,—and at your service “Well, Monsieur Marsac, since you are so kind, tell me more about my nephew."
870,"You know he is my only near living relative “He is noble fellow; and he is engaged to be married to the daughter of the owner of this house,— lovely girl, Mademoiselle Claire Duval The old man seated himself, and with his precious bag between his knees drank in eagerly Marsac’s every word."
871,Marsac saw the advisability of preparing Monsieur Maurice Fontaine for the state of affairs that he must presently find out.
872,“When Fontaine went in mourning for you—which I am glad to see there was no occasion for—” “And I am glad too.
873,Go on—” [Pg 156] “Some miscreant started the report that you had left him fortune.
874,"It got into the newspapers, and everybody believed it,—even Claire."
875,"Fontaine—foolishly, I think—did not confide to her frankly how it was; and he was telling me just now his distress at having to confess his deception to Claire."
876,"She is sweet girl, though, and I believe his confession will not alter her affection in the least."
877,I will go and fetch Fontaine Marsac went into the conservatory.
878,"There stood Fontaine, as white as sheet, and wild-eyed."
879,"“Come in and see your uncle,” whispered Marsac."
880,"“I can’t—I won’t,” answered Fontaine, desperately."
881,“But you must.
882,The best and only thing now is to face the music.
883,"And, besides, you would feel sympathy for the old man,—he is so humble, so gentle, and seems so grateful for even the small kindness I have shown him [Pg 157] “He has wrecked my life,” was Fontaine’s angry reply."
884,“Rubbish!
885,you are twenty times better off for him.
886,"Come along;” and Fontaine never having resisted Marsac in his life could not do so now, and went obediently into the drawing-room to greet affectionately the man whose very existence he conceived was utterly disastrous to him."
887,"Uncle Maurice was charmed with the reception he got from Fontaine, and immediately began joking him about Claire."
888,“And she thought you had rich old uncle who had died and left you fortune—ha!
889,ha!” he chuckled.
890,"“Well, perhaps, after all, you will be just as happy when the truth is known Fontaine could scarcely stand this; but luckily Uncle Maurice concluded he would make himself little presentable before being introduced to Claire."
891,"“I have some better clothes than these,” he said apologetically, “though[Pg 158] I haven’t them in my bag with me “Never mind,” said Marsac, cordially; “go to our quarters, just around the corner; here are my keys."
892,"Get anything you want,—linen, cigars, liqueurs,—and come back very soon, so we can present you to Claire and her cousin Delphine."
893,"We will wait for you here “Let me assist you,” said Fontaine, trying to take the old bag."
894,"“No, no, no!” cried Uncle Maurice, determinedly; “I’ve got to hold on to that,—it has all my little savings in it And the old man went off, promising to return in half an hour."
895,"Left alone, Marsac and Fontaine avoided each other’s gaze, and said not word."
896,"Language could not express the depth, the height, the breadth of the catastrophe that had befallen them."
897,"Yet they were undeniably better off than if Uncle Maurice had never lived 159] After long and painful pause, Marsac spoke."
898,"“You must confess at once to Claire; and I don’t believe it will change her affection for you Fontaine had no time to reply, for at that moment Claire and Delphine entered the room together."
899,"It was plain that they were distressed about[Pg 160] something, and Delphine’s first words were,— “We are in very great trouble “All is not bright for us, either,” gloomily replied Marsac."
900,"“Ours is very real trouble,” began Claire, half crying."
901,“We have found out that papa spends half his time with Madame Fleury.
902,"He writes to her, and to-day came bill for thirty bouquets in three weeks for her."
903,"If he should marry her—oh, the thought is too dreadful!” and Claire burst into tears."
904,"Fontaine took her hand tenderly, and led her into the conservatory."
905,Marsac and Delphine were now left alone.
906,"Marsac for once was completely unnerved, but he managed to hide it from Delphine."
907,"“What do you suppose Auguste and Claire find to say to each other in these tremendously long private interviews?” she asked, wishing from the bottom of her heart that Marsac would show[Pg 161] some inclination toward long private interviews with her."
908,"“I have great mind to interrupt this one “Pray, don’t,” cried Marsac, eagerly; and then with sickly attempt at return to his old manner, he said, “Let them be happy while they can."
909,"Soon they will be married, and then—” A dismal shaking of the finished the sentence."
910,"Every word went like knife to Delphine’s tortured heart; but not to be outdone, she flippantly replied, “As far as those two go, Plato might never have lived, and Socrates might never have died!” Now, for long time, ever since Marsac had known and loved Delphine, the name of Plato had become peculiarly odious to him."
